 KOI   KICID      CP   PC   FP     Rp_min   KOI_Rp  Teq_min KOI_Teq    Kepmag      V         Ks     Observatories
5861   11073238    0    0    1       1.6   5861.01    256   5861.01     13.75     14.11     12.39   DCT
5869   11100170    0    1    0       2.4   5869.01    267   5869.01     15.75     16.19     13.21   Pal1.5,Pal5
5875   11176166    1    1    0       1.8   5875.02   1003   5875.01     14.50     14.66     13.21   Pal1.5
5877   11183752    0    1    0       2.9   5877.01    289   5877.01     15.57     15.84     13.96   Pal1.5
5884   11338918    0    0    1       1.5   5884.01    185   5884.01     13.71     14.04     11.77   DCT
5885   11340218    0    1    0       1.9   5885.01    364   5885.01     14.89     15.12     13.22   Pal1.5
5887   11341314    0    0    1       0.8   5887.01    894   5887.01     12.79     12.95     11.51   DCT
5888   11348610    0    1    0       1.8   5888.01    273   5888.01     15.49     15.79     13.73   Pal1.5
5889   11351454    0    0    1       2.4   5889.01    280   5889.01     15.43     15.64     13.93   Pal1.5
5899   11446961    0    1    0       1.3   5899.01    450   5899.01     13.90     14.24     12.15   Pal1.5
5901   11456256    0    1    0       1.1   5901.01    586   5901.01     12.33     12.45     11.07   DCT
5902   11457664    0    1    0       1.3   5902.01    321   5902.01     14.40     14.58     12.79   Pal1.5
5904   11465869    0    0    1       0.7   5904.01    219   5904.01     11.70     11.94      9.95   DCT,Gem,Pal1.5,Pal5
5909   11520114    0    1    0       1.6   5909.01    738   5909.01     15.98     16.05     13.68   Pal1.5
5911   11559493    0    1    0       3.0   5911.01    283   5911.01     15.39     15.63     13.96   Pal1.5
5913   11598894    0    1    0       2.0   5913.01    391   5913.01     15.41     15.65     13.77   Pal1.5
5918   11601633    0    1    0       1.5   5918.01    353   5918.01     14.26     14.59     12.41   Pal1.5
5919   11601972    0    1    0       2.7   5919.01    351   5919.01     13.51     13.53     12.08   Pal1.5
5920   11603298    0    0    1       1.9   5920.01    265   5920.01     13.73     13.89     12.55   Pal1.5
5924   11616434    0    1    0       2.5   5924.01    219   5924.01     15.79     16.17     13.56   Pal1.5
5925   11651240    0    1    0       2.0   5925.01    503   5925.01     12.98     13.20     11.17   Pal1.5
5927   11654039    0    0    1       1.3   5927.01    245   5927.01     13.30     13.47     11.80   DCT,Pal1.5,Pal5
5929   11716643    0    1    0       5.2   5929.01    223   5929.01     14.69     14.95     13.09   Keck
5932   11803074    0    1    0       3.7   5932.01    233   5932.01     15.89     16.10     14.07   Pal1.5
5935   11818566    0    1    0       2.5   5935.01    184   5935.01     15.69     16.13     13.57   Pal1.5
5938   11860294    0    1    0       1.7   5938.01    257   5938.01     12.81     12.95     11.44   Pal1.5,Pal5,WIYN
5948   12007270    0    1    0       1.2   5948.01    222   5948.01     13.84     14.07     12.28   Gem,Keck,Pal1.5
5949   12009917    0    1    0       1.9   5949.01    249   5949.01     13.30     13.45     11.82   DCT,Gem,Keck,Pal1.5,Pal5,WIYN
5950   12020376    0    1    0       1.0   5950.01    314   5950.01     13.72     13.93     11.87   Gem,Keck,Pal1.5
5952   12071775    0    1    0       2.2   5952.01    346   5952.01     15.02     15.33     13.36   Pal1.5
5954   12105086    0    1    0       0.9   5954.01    421   5954.01     13.14     13.40     11.65   WIYN
5959   12168895    0    1    0       1.7   5959.01    284   5959.01     14.49     14.68     13.00   Keck,Pal1.5
5960   12170767    0    1    0       1.6   5960.01    687   5960.01     13.32     13.60     11.58   Pal1.5
5965   12349560    0    1    0       1.9   5965.01    388   5965.01     15.94     16.33     13.57   Pal1.5
5968   12402588    0    1    0       2.3   5968.01    600   5968.01     11.37     11.68     10.20   DCT,Pal1.5,Pal5
5971   12418418    0    1    0       1.1   5971.01    149   5971.01     13.77     14.27     11.44   DCT,Gem,Pal1.5
5974   12554212    0    1    0       0.5   5974.01    761   5974.01     13.44     13.89     11.20   WIYN
6047    7914906    0    1    0      92.6   6047.01   1635   6047.01     11.96     12.07     10.93   Pal1.5
6093    2019477    0    0    2       0.7   6093.01    556   6093.02     13.33     13.63     11.67   Pal1.5
6101    3230787    0    1    0      61.6   6101.01    711   6101.01     12.55     12.78     11.10   Pal1.5
6102    3545840    0    1    0       1.7   6102.01    665   6102.01     10.91     10.98      9.83   DCT,Pal1.5,Pal5
6103    3634051    0    2    0       2.0   6103.02    270   6103.01     13.44     13.62     11.95   Keck,Pal1.5
6108    4139254    0    1    0       1.1   6108.01    225   6108.01     12.12     12.40     10.48   DCT,Gem,Pal1.5,Pal5
6109    4144236    0    1    1     163.6   6109.01   1112   6109.01     11.86     12.01     10.62   DCT,Pal1.5,Pal5
6111    4255944    0    1    0       3.6   6111.01    521   6111.01     12.91     13.26     12.04   Pal1.5
6112    4285087    0    1    0      91.8   6112.01   1812   6112.01     12.78     13.03     11.34   Pal1.5
6115    4464394    0    1    0       2.5   6115.01    451   6115.01     13.50     13.67     12.20   Pal1.5
6118    4739229    0    1    1       1.2   6118.02   1610   6118.02     12.77     12.87     11.81   DCT,Pal1.5
6120    4742420    0    2    0       1.7   6120.02    323   6120.02     15.42     15.67     13.62   Pal1.5
6130    5428657    0    1    0       1.2   6130.01   1008   6130.01     15.12     15.61     12.73   Pal1.5
6132    5629353    1    2    0       3.9   6132.03    746   6132.01     14.62     14.95     13.08   Pal1.5
6134    5738698    0    0    1      81.0   6134.01   1670   6134.01     11.94     12.03     10.75   Pal1.5
6137    5816144    0    2    0       1.2   6137.02    839   6137.01     14.19     14.47     12.71   Pal1.5,Pal5
6141    6032730    0    1    0     860.3   6141.01    787   6141.01      8.65      8.67      7.95   Pal1.5,Pal5
6145    6221385    2    1    0       2.3   6145.03    767   6145.02     14.26     14.64     12.73   Pal1.5
6150    6946681    0    1    0       4.5   6150.01    997   6150.01     12.18     12.24     11.44   Pal1.5
6151    6946708    0    1    0       1.4   6151.01    211   6151.01     14.40     14.69     12.78   Keck,Pal1.5
6165    7838906    0    1    1     116.9   6165.02   2217   6165.02     11.93     11.92      8.16   Pal1.5
6175    8197761    0    1    0    7648.0   6175.01   1332   6175.01     10.66     10.83      9.77   Pal1.5
6176    8223568    0    1    1       1.5   6176.01    441   6176.01     11.54     11.70     10.55   DCT,Pal1.5,Pal5
6178    8355178    0    2    0       1.5   6178.02    589   6178.02     15.86     16.05     14.30   Pal1.5
6180    8494783    0    1    1       2.3   6180.01   1034   6180.01     12.04     12.13     11.07   Pal5,WIYN
6183    8590780    0    1    0     108.7   6183.01   1481   6183.01     13.25     13.39     11.75   Pal1.5
6194    9145861    0    1    1       9.2   6194.01   1050   6194.01     12.06     12.42      9.76   Pal1.5
6202    9389245    0    1    0       1.1   6202.01    620   6202.01     11.54     11.73     10.11   DCT,Pal1.5,Pal5
6209    9655711    0    2    0       2.0   6209.02    785   6209.01     16.15     16.37     14.59   Pal1.5
6216   10198662    0    1    1       2.8   6216.02    714   6216.02     12.65     11.98     10.97   DCT,Pal5
6223   10385682    0    1    0      78.9   6223.01   1361   6223.01     15.00     15.23     13.53   Pal1.5
6228   10717220    1    0    0       1.8   6228.01    607   6228.01     14.22     14.49     12.55   Pal1.5
6239   11462969    0    1    1       1.8   6239.01    236   6239.01     13.89     14.15     12.37   Keck,LBT
6242   11656928    0    3    0       1.3   6242.03    412   6242.01     12.91     13.03     11.81   DCT
6245   11775507    0    1    1       1.8   6245.02    475   6245.02     12.43     12.17     10.77   Pal1.5,Pal5,WIYN
6246   11856178    0    1    0       1.5   6246.01    900   6246.01     11.77     11.91     10.46   DCT,Pal5
6253    1293379    0    1    0       1.4   6253.01    531   6253.01     15.98     16.27     14.18   Pal1.5
6254    1433531    0    0    1       3.3   6254.01    325   6254.01     13.24     13.47     11.72   Pal1.5
6258    2013883    0    1    0       0.3   6258.01   2041   6258.01     11.22     11.33      9.91   Pal1.5,Pal5,WIYN
6259    2161949    0    2    0       1.2   6259.01    986   6259.02     14.60     14.93     12.81   Pal1.5
6261    2167444    0    1    0      17.6   6261.01   2102   6261.01     14.14     14.23     12.99   Pal1.5
6262    2283362    0    1    0       1.3   6262.01   1834   6262.01     15.77     16.09     13.95   Pal1.5
6263    2301068    0    1    0       3.6   6263.01   1550   6263.01     12.77     13.06     10.79   Pal1.5
6266    2308957    0    1    0      61.7   6266.01   1910   6266.01     14.52     14.72     12.83   Pal1.5
6267    2422820    0    1    0       1.2   6267.01    674   6267.01     15.36     15.66     13.54   Pal1.5
6291    2716979    0    1    0       1.0   6291.01    999   6291.01     13.30     13.53     11.83   Pal1.5
6293    2834463    0    1    0       1.2   6293.01   1125   6293.01     14.20     14.37     12.79   Pal1.5
6295    2856960    0    1    0      11.6   6295.01    236   6295.01     15.61     15.99     13.39   Pal1.5,Pal5
6299    2970670    0    1    0       0.7   6299.01   1696   6299.01     13.85     14.08     12.22   Pal1.5,WIYN
6311    3230227    0    1    0     121.6   6311.01   1846   6311.01      9.00      9.06      8.53   Pal1.5
6318    3249334    0    1    0       1.3   6318.01    759   6318.01     15.73     16.03     13.59   Pal1.5
6320    3324069    0    1    0       2.4   6320.01   1045   6320.01     13.12     13.56     10.94   Pal1.5
6326    3339538    0    1    0     165.9   6326.01    855   6326.01     13.39     13.79     11.34   Pal1.5
6329    3346543    0    1    0       1.0   6329.01    858   6329.01     14.02     14.23     12.62   Pal1.5
6338    3542573    0    1    0      91.8   6338.01   1557   6338.01     12.16     12.32     10.66   Pal1.5
6341    3545626    0    1    0       1.4   6341.01    962   6341.01     15.20     15.41     13.79   Pal1.5
6342    3547178    0    1    0       0.8   6342.01   1115   6342.01     12.42     12.53     11.14   Pal1.5,Pal5,WIYN
6343    3548622    0    1    0       1.9   6343.01    225   6343.01     14.54     14.79     12.96   Pal1.5,Pal5
6346    3634169    0    1    0       0.6   6346.01   1564   6346.01     12.91     13.08     11.57   WIYN
6352    3663494    0    1    0       1.2   6352.01   1039   6352.01     15.22     15.47     13.58   Pal1.5
6353    3733638    0    1    0       1.8   6353.01   1362   6353.01     13.47     13.73     11.82   Pal1.5
6355    3748855    0    2    0       0.9   6355.01    940   6355.02     14.70     14.95     13.12   Pal1.5
6357    3764411    0    0    1       1.4   6357.01   1138   6357.01     15.42     15.72     13.94   Pal1.5
6361    3831523    0    0    1       1.5   6361.01   2550   6361.01     11.27     11.57     10.41   Pal1.5,Pal5
6368    3854496    0    1    0       1.8   6368.01    926   6368.01     15.81     16.10     14.39   Pal1.5
6372    3936061    0    1    0       1.1   6372.01    419   6372.01     14.60     14.80     12.93   Pal1.5
6375    3972432    0    1    0       0.9   6375.01   1217   6375.01     14.56     14.85     12.97   Pal1.5
6378    4042088    0    0    1       1.0   6378.01   1552   6378.01     13.43     13.65     12.15   Pal1.5
6385    4076952    0    1    0      96.0   6385.01   1325   6385.01     13.77     14.03     12.35   Pal1.5
6391    4160669    0    1    0       7.9   6391.01    454   6391.01     11.30     13.74      6.84   Pal1.5,WIYN
6392    4171955    0    0    1       2.3   6392.01    248   6392.01     14.48     14.65     13.03   Pal1.5
6398    4269252    0    1    0      23.9   6398.01   2309   6398.01     10.59     11.03      8.04   Pal1.5
6399    4274071    0    1    0       1.1   6399.01   1017   6399.01     14.73     15.02     13.01   Pal1.5
6401    4282390    0    1    0       9.0   6401.01   1900   6401.01     13.75     13.87     12.44   Pal1.5
6408    4372410    0    0    1       3.3   6408.01   4978   6408.01     11.46     11.44     10.71   Pal1.5,Pal5
6409    4372620    0    1    0       2.4   6409.01    960   6409.01     13.37     13.65     11.49   Pal1.5
6410    4372961    0    1    0      30.8   6410.01   1606   6410.01     13.92     14.08     12.57   Pal1.5
6414    4445630    0    1    0      81.8   6414.01   1167   6414.01     13.86     14.20     12.49   Pal1.5
6415    4446411    0    1    0       3.4   6415.01   2103   6415.01     14.03     14.31     11.98   Pal1.5
6420    4484356    0    1    0      61.5   6420.01   1713   6420.01     14.23     14.56     12.32   Pal1.5
6425    4567118    0    1    0       1.5   6425.01    231   6425.01     14.16     14.39     12.63   Gem,Keck,Pal1.5
6438    4729553    0    0    1      92.4   6438.01   2346   6438.01     12.22     12.35     11.14   Pal1.5,Pal5
6447    4758350    0    1    1       2.3   6447.02    568   6447.02     12.96     13.12     11.80   Pal1.5
6449    4760959    0    1    0       1.6   6449.01    517   6449.01     15.67     15.96     13.96   Pal1.5
6450    4764969    0    1    0       0.8   6450.01   2699   6450.01     12.36     12.55     11.13   Pal1.5,Pal5,WIYN
6454    4830859    0    1    0       1.3   6454.01    667   6454.01     15.00     15.20     13.44   Pal1.5
6455    4832273    0    0    1       1.8   6455.01    254   6455.01     14.13     14.35     12.71   Pal1.5
6460    4851217    0    1    0      98.2   6460.01   1969   6460.01     11.11     11.30     10.26   Pal1.5
6464    4862625    0    0    3       1.9   6464.02    247   6464.03     13.72     13.85     12.40   Pal1.5
6469    4912589    0    1    0      74.1   6469.01    660   6469.01     12.87     13.02     11.30   Pal1.5
6475    4939265    0    1    0       0.8   6475.01    503   6475.01     13.73     14.54     10.64   Pal1.5
6482    4950341    0    0    1       1.5   6482.01    215   6482.01     13.60     13.82     12.14   Keck,Pal1.5
6483    4950557    0    1    0      66.2   6483.01    706   6483.01     12.53     12.70     11.22   Pal1.5
6489    5021432    0    1    0       1.0   6489.01    822   6489.01     13.70     13.96     12.02   Pal1.5
6497    5025234    0    0    1       1.3   6497.01   1786   6497.01     13.34     13.54     12.08   Pal1.5
6499    5026187    0    0    1       1.0   6499.01   1531   6499.01     13.39     13.74     12.18   Pal1.5
6501    5031882    0    0    1       1.4   6501.01   2884   6501.01     13.57     13.95     11.96   Pal1.5
6503    5036530    0    0    2       0.7   6503.01   1724   6503.01     13.91     14.14     12.60   Pal1.5
